,pitch_name,player_name,release_speed,release_spin_rate,spin_axis
0,Changeup,"Morton, Charlie",86.4,2238.0,261.0
1,Curveball,"Morton, Charlie",80.6,3026.0,52.0
2,4-Seam Fastball,"Morton, Charlie",94.3,2378.0,230.0
3,Changeup,"Morton, Charlie",87.1,2269.0,265.0
4,4-Seam Fastball,"Morton, Charlie",93.8,2341.0,235.0
5,4-Seam Fastball,"Morton, Charlie",93.7,2332.0,235.0
6,Curveball,"Morton, Charlie",80.0,3047.0,60.0
7,Sinker,"Morton, Charlie",93.6,2166.0,240.0
8,Cutter,"Morton, Charlie",88.1,2471.0,230.0
9,Sinker,"Morton, Charlie",92.5,2166.0,240.0
10,Curveball,"Morton, Charlie",80.3,2950.0,55.0
11,Curveball,"Morton, Charlie",79.8,3036.0,55.0
12,Cutter,"Morton, Charlie",86.6,2498.0,168.0
13,Curveball,"Morton, Charlie",79.9,3037.0,67.0
14,Sinker,"Morton, Charlie",93.6,2166.0,237.0
15,4-Seam Fastball,"Morton, Charlie",93.9,2294.0,233.0
16,Curveball,"Morton, Charlie",80.3,3095.0,50.0
17,Curveball,"Morton, Charlie",79.8,3063.0,59.0
18,Cutter,"Morton, Charlie",87.5,2484.0,190.0
19,Curveball,"Morton, Charlie",81.4,3075.0,59.0
20,4-Seam Fastball,"Morton, Charlie",94.9,2467.0,240.0
21,4-Seam Fastball,"Morton, Charlie",94.7,2381.0,240.0
22,Changeup,"Morton, Charlie",85.6,2151.0,265.0
23,Cutter,"Morton, Charlie",86.6,2565.0,194.0
24,Sinker,"Morton, Charlie",92.9,2205.0,238.0
25,Cutter,"Morton, Charlie",86.6,2415.0,185.0
26,Curveball,"Morton, Charlie",79.8,3034.0,51.0
27,Curveball,"Morton, Charlie",81.3,3230.0,62.0
28,4-Seam Fastball,"Morton, Charlie",94.0,2374.0,239.0
29,Cutter,"Morton, Charlie",88.0,2542.0,179.0
30,Cutter,"Morton, Charlie",87.9,2511.0,201.0
31,Curveball,"Morton, Charlie",80.8,3202.0,59.0
32,Curveball,"Morton, Charlie",79.9,2998.0,62.0
33,Curveball,"Morton, Charlie",79.9,3117.0,56.0
34,4-Seam Fastball,"Morton, Charlie",93.8,2362.0,237.0
35,Curveball,"Morton, Charlie",80.7,3122.0,59.0
36,Cutter,"Morton, Charlie",87.1,2571.0,192.0
37,Sinker,"Morton, Charlie",94.1,2237.0,242.0
38,Sinker,"Morton, Charlie",95.0,2212.0,240.0
39,Sinker,"Morton, Charlie",95.5,2188.0,240.0
40,Curveball,"Morton, Charlie",80.1,2986.0,136.0
41,Curveball,"Morton, Charlie",80.4,3158.0,64.0
42,Sinker,"Morton, Charlie",93.0,2119.0,244.0
43,Curveball,"Morton, Charlie",79.9,3027.0,65.0
44,Curveball,"Morton, Charlie",81.5,3109.0,57.0
45,Curveball,"Morton, Charlie",81.0,3164.0,62.0
46,4-Seam Fastball,"Morton, Charlie",95.4,2420.0,235.0
47,Changeup,"Morton, Charlie",85.7,2285.0,268.0
48,Cutter,"Morton, Charlie",86.3,2617.0,112.0
49,Curveball,"Morton, Charlie",80.2,3062.0,58.0
50,4-Seam Fastball,"Morton, Charlie",94.1,2221.0,236.0
51,Sinker,"Morton, Charlie",93.5,2066.0,243.0
52,Curveball,"Morton, Charlie",79.6,3196.0,59.0
53,Curveball,"Morton, Charlie",79.8,3158.0,54.0
54,Cutter,"Morton, Charlie",87.4,2538.0,169.0
55,4-Seam Fastball,"Morton, Charlie",94.1,2271.0,232.0
56,Sinker,"Morton, Charlie",94.8,2251.0,241.0
57,Sinker,"Morton, Charlie",94.0,2198.0,239.0
58,Curveball,"Morton, Charlie",81.2,3055.0,45.0
59,4-Seam Fastball,"Morton, Charlie",94.6,2302.0,242.0
60,Cutter,"Morton, Charlie",86.6,2546.0,196.0
61,4-Seam Fastball,"Morton, Charlie",94.0,2330.0,237.0
62,4-Seam Fastball,"Morton, Charlie",95.5,2388.0,234.0
63,Sinker,"Morton, Charlie",93.4,2111.0,240.0
64,4-Seam Fastball,"Morton, Charlie",94.3,2208.0,240.0
65,Changeup,"Morton, Charlie",86.3,2196.0,264.0
66,Cutter,"Morton, Charlie",87.0,2583.0,169.0
67,4-Seam Fastball,"Morton, Charlie",95.2,2291.0,229.0
68,Curveball,"Morton, Charlie",79.6,3191.0,60.0
69,4-Seam Fastball,"Morton, Charlie",95.4,2430.0,235.0
70,Curveball,"Morton, Charlie",79.2,3043.0,60.0
71,Curveball,"Morton, Charlie",79.4,3198.0,57.0
72,Curveball,"Morton, Charlie",80.5,3162.0,64.0
73,Changeup,"Morton, Charlie",86.5,2234.0,261.0
74,Curveball,"Morton, Charlie",80.6,3224.0,58.0
75,Sinker,"Morton, Charlie",95.3,2309.0,237.0
76,4-Seam Fastball,"Morton, Charlie",95.4,2434.0,232.0
77,Curveball,"Morton, Charlie",80.2,3210.0,56.0
78,Curveball,"Morton, Charlie",80.7,3278.0,57.0
79,Curveball,"Morton, Charlie",80.8,3256.0,66.0
80,Sinker,"Morton, Charlie",95.7,2121.0,232.0
81,Sinker,"Morton, Charlie",95.6,2189.0,237.0
82,4-Seam Fastball,"Morton, Charlie",95.0,2412.0,234.0
83,Curveball,"Morton, Charlie",81.0,3185.0,59.0
84,Changeup,"Morton, Charlie",88.5,2117.0,261.0
85,4-Seam Fastball,"Morton, Charlie",96.2,2376.0,235.0
86,4-Seam Fastball,"Morton, Charlie",96.0,2541.0,236.0
87,Curveball,"Morton, Charlie",80.6,3101.0,62.0
88,4-Seam Fastball,"Morton, Charlie",95.7,2524.0,235.0
89,Curveball,"Morton, Charlie",81.4,3119.0,57.0
90,Curveball,"Morton, Charlie",81.1,3095.0,53.0
91,4-Seam Fastball,"Morton, Charlie",95.4,2258.0,234.0
92,Cutter,"Morton, Charlie",88.0,2586.0,189.0
93,Changeup,"Morton, Charlie",88.0,2081.0,266.0
94,Sinker,"Morton, Charlie",95.9,2051.0,238.0
95,4-Seam Fastball,"Morton, Charlie",95.5,2464.0,236.0
96,Curveball,"Morton, Charlie",79.6,3074.0,53.0
97,4-Seam Fastball,"Morton, Charlie",95.6,2516.0,236.0
98,Cutter,"Morton, Charlie",90.5,2522.0,206.0
99,4-Seam Fastball,"Morton, Charlie",95.8,2467.0,237.0
100,4-Seam Fastball,"Morton, Charlie",97.1,2338.0,231.0
101,Curveball,"Morton, Charlie",81.2,3291.0,58.0
102,Curveball,"Morton, Charlie",80.8,3125.0,60.0
103,Curveball,"Morton, Charlie",80.6,3255.0,52.0
104,4-Seam Fastball,"Morton, Charlie",95.6,2458.0,230.0
105,Curveball,"Morton, Charlie",80.8,2965.0,59.0
106,Curveball,"Morton, Charlie",81.1,2876.0,54.0
107,Curveball,"Morton, Charlie",80.8,2936.0,64.0
108,Curveball,"Morton, Charlie",80.9,3033.0,57.0
109,4-Seam Fastball,"Morton, Charlie",94.4,2336.0,228.0
110,Curveball,"Morton, Charlie",81.7,2830.0,56.0
111,Sinker,"Morton, Charlie",94.3,2214.0,240.0
112,Sinker,"Morton, Charlie",94.5,2215.0,234.0
113,Sinker,"Morton, Charlie",93.7,2212.0,235.0
114,Curveball,"Morton, Charlie",80.9,2997.0,22.0
115,4-Seam Fastball,"Morton, Charlie",93.8,2325.0,230.0
116,Curveball,"Morton, Charlie",80.4,2881.0,60.0
117,Curveball,"Morton, Charlie",81.4,3076.0,60.0
118,Curveball,"Morton, Charlie",82.7,3099.0,49.0
119,Curveball,"Morton, Charlie",81.4,3041.0,62.0
120,Curveball,"Morton, Charlie",81.2,3030.0,64.0
121,4-Seam Fastball,"Morton, Charlie",95.1,2399.0,225.0
122,4-Seam Fastball,"Morton, Charlie",94.4,2288.0,237.0
123,Curveball,"Morton, Charlie",80.7,3065.0,49.0
124,Curveball,"Morton, Charlie",82.0,3042.0,55.0
125,4-Seam Fastball,"Morton, Charlie",94.2,2321.0,228.0
126,4-Seam Fastball,"Morton, Charlie",93.1,2357.0,231.0
127,Cutter,"Morton, Charlie",88.4,2581.0,147.0
128,Changeup,"Morton, Charlie",88.2,2226.0,260.0
129,Curveball,"Morton, Charlie",81.3,3046.0,53.0
130,Curveball,"Morton, Charlie",80.3,2837.0,60.0
131,4-Seam Fastball,"Morton, Charlie",93.0,2256.0,225.0
132,Curveball,"Morton, Charlie",78.4,2897.0,55.0
133,Curveball,"Morton, Charlie",81.2,3080.0,67.0
134,Curveball,"Morton, Charlie",79.9,2902.0,62.0
135,4-Seam Fastball,"Morton, Charlie",93.0,2261.0,236.0
136,Cutter,"Morton, Charlie",88.9,2475.0,183.0
137,Sinker,"Morton, Charlie",93.7,1987.0,239.0
138,4-Seam Fastball,"Morton, Charlie",94.6,2334.0,232.0
139,4-Seam Fastball,"Morton, Charlie",95.2,2263.0,236.0
140,Sinker,"Morton, Charlie",94.0,2205.0,238.0
141,Changeup,"Morton, Charlie",86.9,2078.0,270.0
142,Curveball,"Morton, Charlie",80.9,1565.0,59.0
143,Curveball,"Morton, Charlie",79.9,2932.0,58.0
144,4-Seam Fastball,"Morton, Charlie",94.4,2383.0,231.0
145,Curveball,"Morton, Charlie",80.5,3124.0,62.0
146,Curveball,"Morton, Charlie",80.3,3147.0,63.0
147,Curveball,"Morton, Charlie",80.1,3001.0,47.0
148,4-Seam Fastball,"Morton, Charlie",95.0,2352.0,229.0
149,4-Seam Fastball,"Morton, Charlie",95.3,2153.0,235.0
150,Cutter,"Morton, Charlie",88.2,2510.0,175.0
151,4-Seam Fastball,"Morton, Charlie",95.4,2275.0,241.0
152,Changeup,"Morton, Charlie",87.8,2195.0,262.0
153,Curveball,"Morton, Charlie",81.2,3075.0,62.0
154,Curveball,"Morton, Charlie",81.5,3027.0,52.0
155,4-Seam Fastball,"Morton, Charlie",94.7,2350.0,237.0
156,Sinker,"Morton, Charlie",94.8,1994.0,241.0
157,Curveball,"Morton, Charlie",79.7,3066.0,53.0
158,Curveball,"Morton, Charlie",80.0,3014.0,91.0
159,Curveball,"Morton, Charlie",79.5,3003.0,17.0
160,4-Seam Fastball,"Morton, Charlie",95.5,2426.0,232.0
161,4-Seam Fastball,"Morton, Charlie",95.6,2356.0,229.0
162,4-Seam Fastball,"Morton, Charlie",95.0,2259.0,235.0
163,Changeup,"Morton, Charlie",87.7,1869.0,265.0
164,Sinker,"Morton, Charlie",94.9,2102.0,236.0
165,Curveball,"Morton, Charlie",80.0,2975.0,59.0
166,Cutter,"Morton, Charlie",89.2,2585.0,198.0
167,Curveball,"Morton, Charlie",80.6,3111.0,59.0
168,4-Seam Fastball,"Morton, Charlie",96.4,2379.0,237.0
169,Curveball,"Morton, Charlie",81.1,3092.0,62.0
170,4-Seam Fastball,"Morton, Charlie",93.9,2346.0,233.0
171,Curveball,"Morton, Charlie",80.4,3077.0,52.0
172,4-Seam Fastball,"Morton, Charlie",95.8,2280.0,233.0
173,Changeup,"Morton, Charlie",87.6,2032.0,266.0
174,Sinker,"Morton, Charlie",95.6,2227.0,239.0
175,4-Seam Fastball,"Morton, Charlie",95.3,2335.0,231.0
176,Cutter,"Morton, Charlie",87.9,2592.0,141.0
177,Cutter,"Morton, Charlie",88.2,2630.0,135.0
178,Sinker,"Morton, Charlie",95.4,2149.0,240.0
179,4-Seam Fastball,"Morton, Charlie",95.6,2308.0,236.0
180,Cutter,"Morton, Charlie",89.9,2551.0,226.0
181,Changeup,"Morton, Charlie",88.0,2199.0,263.0
182,4-Seam Fastball,"Morton, Charlie",95.7,2466.0,230.0
183,4-Seam Fastball,"Morton, Charlie",97.0,2455.0,240.0
184,4-Seam Fastball,"Morton, Charlie",96.1,2342.0,235.0
185,Curveball,"Morton, Charlie",79.7,2988.0,89.0
186,4-Seam Fastball,"Morton, Charlie",97.1,2347.0,237.0
187,4-Seam Fastball,"Morton, Charlie",96.1,2336.0,235.0
188,4-Seam Fastball,"Morton, Charlie",95.8,2456.0,227.0
189,Curveball,"Morton, Charlie",80.6,3178.0,60.0
190,Curveball,"Morton, Charlie",79.8,2974.0,60.0
191,4-Seam Fastball,"Morton, Charlie",97.6,2437.0,237.0
192,Changeup,"Morton, Charlie",88.8,2260.0,262.0
193,Changeup,"Morton, Charlie",89.1,2320.0,263.0
194,4-Seam Fastball,"Morton, Charlie",97.2,2506.0,235.0
195,Cutter,"Morton, Charlie",90.4,2625.0,228.0
196,Curveball,"Morton, Charlie",81.6,3255.0,56.0
197,Curveball,"Morton, Charlie",81.7,3187.0,48.0
198,4-Seam Fastball,"Morton, Charlie",96.3,2418.0,237.0
199,4-Seam Fastball,"Morton, Charlie",94.0,2250.0,236.0
200,Curveball,"Morton, Charlie",80.5,2938.0,50.0
201,Curveball,"Morton, Charlie",81.4,3060.0,52.0
202,Curveball,"Morton, Charlie",81.5,3016.0,57.0
203,4-Seam Fastball,"Morton, Charlie",94.8,2239.0,235.0
204,Curveball,"Morton, Charlie",80.1,2942.0,59.0
205,4-Seam Fastball,"Morton, Charlie",95.0,2302.0,230.0
206,Curveball,"Morton, Charlie",80.2,2999.0,6.0
207,Curveball,"Morton, Charlie",80.2,3075.0,60.0
208,Cutter,"Morton, Charlie",87.9,2598.0,181.0
209,Cutter,"Morton, Charlie",87.9,2524.0,165.0
210,4-Seam Fastball,"Morton, Charlie",94.0,2492.0,240.0
211,Sinker,"Morton, Charlie",93.9,2188.0,240.0
212,Changeup,"Morton, Charlie",85.2,2053.0,267.0
213,Cutter,"Morton, Charlie",86.0,2524.0,204.0
214,Curveball,"Morton, Charlie",80.2,2943.0,56.0
215,Curveball,"Morton, Charlie",81.5,3219.0,59.0
216,4-Seam Fastball,"Morton, Charlie",95.9,2414.0,238.0
217,Changeup,"Morton, Charlie",86.5,2220.0,267.0
218,Curveball,"Morton, Charlie",81.8,3181.0,61.0
219,Curveball,"Morton, Charlie",81.4,3121.0,60.0
220,4-Seam Fastball,"Morton, Charlie",94.8,2356.0,231.0
221,Cutter,"Morton, Charlie",87.5,2584.0,205.0
222,4-Seam Fastball,"Morton, Charlie",95.2,2381.0,236.0
223,4-Seam Fastball,"Morton, Charlie",94.7,2319.0,229.0
224,4-Seam Fastball,"Morton, Charlie",95.1,2415.0,236.0
225,4-Seam Fastball,"Morton, Charlie",94.9,2408.0,233.0
226,Curveball,"Morton, Charlie",81.7,3212.0,55.0
227,Curveball,"Morton, Charlie",81.5,3165.0,58.0
228,Curveball,"Morton, Charlie",81.4,3141.0,58.0
229,Curveball,"Morton, Charlie",81.5,3032.0,60.0
230,4-Seam Fastball,"Morton, Charlie",95.1,2354.0,235.0
231,Sinker,"Morton, Charlie",95.4,2313.0,240.0
232,Sinker,"Morton, Charlie",95.1,2201.0,239.0
233,Cutter,"Morton, Charlie",87.8,2542.0,190.0
234,Sinker,"Morton, Charlie",94.8,2215.0,242.0
235,Curveball,"Morton, Charlie",81.0,3108.0,55.0
236,Changeup,"Morton, Charlie",86.4,2133.0,271.0
237,4-Seam Fastball,"Morton, Charlie",93.8,2269.0,245.0
238,Curveball,"Morton, Charlie",81.7,3108.0,56.0
239,4-Seam Fastball,"Morton, Charlie",95.1,2390.0,232.0
240,Curveball,"Morton, Charlie",80.2,2950.0,57.0
241,Curveball,"Morton, Charlie",81.8,3077.0,50.0
242,4-Seam Fastball,"Morton, Charlie",94.6,2349.0,239.0
243,Curveball,"Morton, Charlie",80.1,2998.0,55.0
244,Sinker,"Morton, Charlie",94.9,2270.0,243.0
245,Curveball,"Morton, Charlie",80.2,3029.0,62.0
246,Cutter,"Morton, Charlie",87.6,2555.0,95.0
247,Sinker,"Morton, Charlie",95.2,2180.0,242.0
248,Changeup,"Morton, Charlie",87.3,2107.0,267.0
249,Curveball,"Morton, Charlie",81.5,2915.0,61.0
250,4-Seam Fastball,"Morton, Charlie",95.1,2317.0,238.0
251,Changeup,"Morton, Charlie",86.8,2209.0,269.0
252,4-Seam Fastball,"Morton, Charlie",94.6,2320.0,239.0
253,Curveball,"Morton, Charlie",79.9,3132.0,59.0
254,Curveball,"Morton, Charlie",81.0,2981.0,59.0
255,4-Seam Fastball,"Morton, Charlie",95.7,2477.0,234.0
256,4-Seam Fastball,"Morton, Charlie",95.1,2345.0,234.0
257,4-Seam Fastball,"Morton, Charlie",94.6,2471.0,236.0
258,4-Seam Fastball,"Morton, Charlie",94.9,2340.0,233.0
259,Cutter,"Morton, Charlie",88.6,2656.0,155.0
260,Curveball,"Morton, Charlie",82.3,3127.0,59.0
261,4-Seam Fastball,"Morton, Charlie",96.1,2472.0,236.0
262,Curveball,"Morton, Charlie",81.1,3121.0,63.0
263,Curveball,"Morton, Charlie",80.5,3210.0,63.0
264,4-Seam Fastball,"Morton, Charlie",95.3,2374.0,240.0
265,4-Seam Fastball,"Morton, Charlie",94.8,2375.0,235.0
266,Curveball,"Morton, Charlie",80.6,3156.0,56.0
267,Curveball,"Morton, Charlie",80.6,3047.0,57.0
268,Curveball,"Morton, Charlie",80.1,3037.0,55.0
269,4-Seam Fastball,"Morton, Charlie",94.7,2348.0,244.0
270,Cutter,"Morton, Charlie",88.9,2479.0,193.0
271,4-Seam Fastball,"Morton, Charlie",95.1,2370.0,236.0
272,Curveball,"Morton, Charlie",81.1,2965.0,55.0
273,Changeup,"Morton, Charlie",86.7,2105.0,271.0
274,4-Seam Fastball,"Morton, Charlie",96.0,2476.0,232.0
275,Changeup,"Morton, Charlie",88.1,2249.0,266.0
276,4-Seam Fastball,"Morton, Charlie",95.6,2408.0,233.0
277,4-Seam Fastball,"Morton, Charlie",95.4,2473.0,233.0
278,Curveball,"Morton, Charlie",81.1,3060.0,59.0
279,Changeup,"Morton, Charlie",84.5,2196.0,277.0
280,Curveball,"Morton, Charlie",81.2,2970.0,66.0
281,4-Seam Fastball,"Morton, Charlie",96.4,2402.0,238.0
282,Changeup,"Morton, Charlie",86.6,2170.0,270.0
283,Sinker,"Morton, Charlie",95.7,2208.0,240.0
284,Cutter,"Morton, Charlie",88.3,2640.0,179.0
285,Sinker,"Morton, Charlie",96.0,2176.0,240.0
286,4-Seam Fastball,"Morton, Charlie",95.9,2438.0,236.0
287,Curveball,"Morton, Charlie",81.6,3030.0,54.0
288,Cutter,"Morton, Charlie",90.0,2295.0,207.0
289,4-Seam Fastball,"Morton, Charlie",96.1,2425.0,233.0
290,4-Seam Fastball,"Morton, Charlie",96.2,2422.0,233.0
291,4-Seam Fastball,"Morton, Charlie",97.6,2431.0,230.0
292,4-Seam Fastball,"Morton, Charlie",97.1,2469.0,234.0
293,4-Seam Fastball,"Morton, Charlie",95.8,2464.0,234.0
294,4-Seam Fastball,"Morton, Charlie",96.6,2471.0,235.0
295,Curveball,"Morton, Charlie",80.5,3069.0,59.0
296,4-Seam Fastball,"Morton, Charlie",97.3,2327.0,232.0
297,Curveball,"Morton, Charlie",82.0,3035.0,58.0
298,Curveball,"Morton, Charlie",81.2,3019.0,58.0
299,4-Seam Fastball,"Morton, Charlie",96.4,2298.0,233.0
300,4-Seam Fastball,"Morton, Charlie",95.3,2412.0,233.0
301,Sinker,"Morton, Charlie",95.6,2295.0,228.0
302,Changeup,"Morton, Charlie",86.4,1920.0,272.0
303,Cutter,"Morton, Charlie",88.0,2571.0,121.0
304,Sinker,"Morton, Charlie",95.2,2156.0,231.0
305,Curveball,"Morton, Charlie",81.2,2946.0,52.0
306,Curveball,"Morton, Charlie",81.7,3072.0,62.0
307,4-Seam Fastball,"Morton, Charlie",95.0,2297.0,217.0
308,Curveball,"Morton, Charlie",81.3,3096.0,62.0
309,Curveball,"Morton, Charlie",82.0,2863.0,63.0
310,Cutter,"Morton, Charlie",89.2,2530.0,197.0
311,Cutter,"Morton, Charlie",89.8,2554.0,198.0
312,4-Seam Fastball,"Morton, Charlie",94.9,2357.0,230.0
313,4-Seam Fastball,"Morton, Charlie",94.9,2321.0,221.0
314,Curveball,"Morton, Charlie",81.0,3041.0,46.0
315,Curveball,"Morton, Charlie",80.2,2889.0,65.0
316,Cutter,"Morton, Charlie",87.7,2471.0,191.0
317,4-Seam Fastball,"Morton, Charlie",94.3,2398.0,224.0
318,Curveball,"Morton, Charlie",79.8,3054.0,53.0
319,Curveball,"Morton, Charlie",80.6,3092.0,62.0
320,Cutter,"Morton, Charlie",89.3,2517.0,180.0
321,Sinker,"Morton, Charlie",94.4,2200.0,227.0
322,Sinker,"Morton, Charlie",94.7,2228.0,233.0
323,Cutter,"Morton, Charlie",88.4,2543.0,135.0
324,Curveball,"Morton, Charlie",80.9,3139.0,57.0
325,Curveball,"Morton, Charlie",80.5,3085.0,61.0
326,Curveball,"Morton, Charlie",80.8,3010.0,64.0
327,Cutter,"Morton, Charlie",87.8,2452.0,190.0
328,Sinker,"Morton, Charlie",95.1,2258.0,232.0
329,Curveball,"Morton, Charlie",81.8,3199.0,58.0
330,4-Seam Fastball,"Morton, Charlie",95.1,2394.0,230.0
331,Sinker,"Morton, Charlie",95.5,2316.0,237.0
332,Curveball,"Morton, Charlie",80.5,2938.0,62.0
333,Changeup,"Morton, Charlie",87.2,2079.0,265.0
334,Sinker,"Morton, Charlie",96.3,2231.0,230.0
335,Sinker,"Morton, Charlie",96.1,2259.0,230.0
336,Changeup,"Morton, Charlie",87.6,2246.0,266.0
337,Changeup,"Morton, Charlie",87.8,2274.0,262.0
338,Curveball,"Morton, Charlie",82.0,3025.0,62.0
339,4-Seam Fastball,"Morton, Charlie",95.9,2378.0,225.0
340,4-Seam Fastball,"Morton, Charlie",94.8,2220.0,233.0
341,Cutter,"Morton, Charlie",90.1,2515.0,186.0
342,4-Seam Fastball,"Morton, Charlie",95.8,2248.0,227.0
343,Changeup,"Morton, Charlie",86.8,2010.0,274.0
344,Sinker,"Morton, Charlie",95.8,2228.0,236.0
345,Curveball,"Morton, Charlie",81.9,3027.0,68.0
346,Cutter,"Morton, Charlie",89.9,2594.0,199.0
347,Sinker,"Morton, Charlie",96.4,2111.0,234.0
348,Sinker,"Morton, Charlie",96.6,2220.0,237.0
349,4-Seam Fastball,"Morton, Charlie",95.7,2286.0,227.0
350,4-Seam Fastball,"Morton, Charlie",95.3,2401.0,227.0
351,Curveball,"Morton, Charlie",81.7,3016.0,62.0
352,Changeup,"Morton, Charlie",86.9,2167.0,272.0
353,Curveball,"Morton, Charlie",82.2,3119.0,63.0
354,4-Seam Fastball,"Morton, Charlie",95.8,2410.0,230.0
355,Curveball,"Morton, Charlie",82.0,2988.0,53.0
356,Curveball,"Morton, Charlie",80.9,2912.0,66.0
357,Curveball,"Morton, Charlie",80.4,2906.0,64.0
358,4-Seam Fastball,"Morton, Charlie",96.1,2399.0,229.0
359,Sinker,"Morton, Charlie",96.0,2266.0,235.0
360,Curveball,"Morton, Charlie",82.8,3127.0,58.0
361,Curveball,"Morton, Charlie",82.4,3159.0,54.0
362,4-Seam Fastball,"Morton, Charlie",95.8,2460.0,227.0
363,4-Seam Fastball,"Morton, Charlie",95.9,2487.0,223.0
364,Curveball,"Morton, Charlie",82.9,3036.0,64.0
365,Curveball,"Morton, Charlie",82.2,3120.0,60.0
366,Changeup,"Morton, Charlie",86.9,2225.0,272.0
367,4-Seam Fastball,"Morton, Charlie",97.1,2474.0,229.0
368,Curveball,"Morton, Charlie",82.7,3032.0,69.0
369,Curveball,"Morton, Charlie",82.5,3099.0,56.0
370,Curveball,"Morton, Charlie",81.7,3047.0,68.0
371,Sinker,"Morton, Charlie",97.1,2290.0,239.0
372,4-Seam Fastball,"Morton, Charlie",95.9,2336.0,233.0
373,Sinker,"Morton, Charlie",97.4,2306.0,235.0
374,Cutter,"Morton, Charlie",90.8,2679.0,175.0
375,Cutter,"Morton, Charlie",90.8,2628.0,195.0
376,4-Seam Fastball,"Morton, Charlie",96.8,2352.0,226.0
377,Curveball,"Morton, Charlie",82.7,3143.0,59.0
378,4-Seam Fastball,"Morton, Charlie",97.5,2420.0,228.0
379,4-Seam Fastball,"Morton, Charlie",97.4,2379.0,228.0
380,4-Seam Fastball,"Morton, Charlie",96.1,2434.0,230.0
381,4-Seam Fastball,"Morton, Charlie",97.1,2304.0,233.0
382,Curveball,"Morton, Charlie",81.9,3089.0,61.0
383,4-Seam Fastball,"Morton, Charlie",96.9,2327.0,226.0
384,4-Seam Fastball,"Morton, Charlie",97.2,2500.0,225.0
385,Curveball,"Morton, Charlie",83.3,3008.0,62.0
386,4-Seam Fastball,"Morton, Charlie",97.0,2362.0,231.0
387,Changeup,"Morton, Charlie",88.5,2425.0,262.0
388,4-Seam Fastball,"Morton, Charlie",96.4,2310.0,230.0
389,Sinker,"Morton, Charlie",96.1,2213.0,234.0
390,Sinker,"Morton, Charlie",96.3,2209.0,235.0
391,4-Seam Fastball,"Morton, Charlie",95.9,2419.0,231.0
392,Cutter,"Morton, Charlie",91.4,2587.0,223.0
393,Sinker,"Morton, Charlie",95.6,2170.0,235.0
394,Sinker,"Morton, Charlie",95.9,2087.0,237.0
395,Sinker,"Morton, Charlie",94.7,1996.0,241.0
396,Sinker,"Morton, Charlie",96.2,2120.0,239.0
397,Sinker,"Morton, Charlie",95.5,2051.0,241.0
398,4-Seam Fastball,"Morton, Charlie",94.7,2238.0,233.0
399,Curveball,"Morton, Charlie",80.8,3067.0,58.0
400,Changeup,"Morton, Charlie",84.9,2130.0,270.0
401,Cutter,"Morton, Charlie",89.4,2570.0,202.0
402,4-Seam Fastball,"Morton, Charlie",95.7,2324.0,232.0
403,4-Seam Fastball,"Morton, Charlie",94.3,2306.0,227.0
404,Curveball,"Morton, Charlie",81.2,3036.0,59.0
405,Curveball,"Morton, Charlie",79.3,2829.0,58.0
406,Changeup,"Morton, Charlie",88.1,2231.0,260.0
407,Sinker,"Morton, Charlie",96.3,2220.0,236.0
408,4-Seam Fastball,"Morton, Charlie",95.3,2316.0,235.0
409,Changeup,"Morton, Charlie",87.5,2221.0,259.0
410,Curveball,"Morton, Charlie",82.3,2911.0,58.0
411,Changeup,"Morton, Charlie",88.5,2205.0,257.0
412,4-Seam Fastball,"Morton, Charlie",94.7,2462.0,224.0
413,Curveball,"Morton, Charlie",81.8,2875.0,55.0
414,4-Seam Fastball,"Morton, Charlie",95.5,2333.0,233.0
415,Curveball,"Morton, Charlie",82.6,3014.0,47.0
416,4-Seam Fastball,"Morton, Charlie",95.2,2369.0,235.0
417,Changeup,"Morton, Charlie",87.9,2233.0,260.0
418,Curveball,"Morton, Charlie",80.6,2969.0,57.0
419,4-Seam Fastball,"Morton, Charlie",95.9,2432.0,229.0
420,4-Seam Fastball,"Morton, Charlie",97.0,2352.0,237.0
421,Curveball,"Morton, Charlie",82.3,3180.0,53.0
422,4-Seam Fastball,"Morton, Charlie",95.4,2436.0,225.0
423,Curveball,"Morton, Charlie",81.1,3117.0,53.0
424,Changeup,"Morton, Charlie",87.7,2268.0,266.0
425,4-Seam Fastball,"Morton, Charlie",94.5,2320.0,226.0
426,4-Seam Fastball,"Morton, Charlie",95.6,2421.0,233.0
427,Curveball,"Morton, Charlie",81.7,3060.0,54.0
428,4-Seam Fastball,"Morton, Charlie",96.6,2286.0,236.0
429,4-Seam Fastball,"Morton, Charlie",96.7,2428.0,231.0
430,4-Seam Fastball,"Morton, Charlie",97.0,2272.0,234.0
431,Curveball,"Morton, Charlie",81.9,3090.0,51.0
432,Curveball,"Morton, Charlie",81.7,3131.0,51.0
433,4-Seam Fastball,"Morton, Charlie",96.1,2309.0,230.0
434,4-Seam Fastball,"Morton, Charlie",97.6,2457.0,233.0
435,Changeup,"Morton, Charlie",88.2,2270.0,264.0
436,Curveball,"Morton, Charlie",82.2,3136.0,54.0
437,4-Seam Fastball,"Morton, Charlie",97.6,2394.0,227.0
438,4-Seam Fastball,"Morton, Charlie",96.3,2497.0,223.0
439,Curveball,"Morton, Charlie",81.7,3177.0,55.0
440,Curveball,"Morton, Charlie",81.1,3044.0,57.0
