,pitch_name,player_name,release_speed,release_spin_rate,spin_axis
5793,4-Seam Fastball,"Ray, Robbie",93.7,2361.0,139.0
5794,4-Seam Fastball,"Ray, Robbie",92.3,2355.0,143.0
5795,Slider,"Ray, Robbie",87.3,2127.0,145.0
5796,4-Seam Fastball,"Ray, Robbie",93.6,2408.0,153.0
5797,4-Seam Fastball,"Ray, Robbie",93.5,2431.0,146.0
5798,4-Seam Fastball,"Ray, Robbie",92.7,2433.0,149.0
5799,Slider,"Ray, Robbie",86.4,2082.0,141.0
5800,4-Seam Fastball,"Ray, Robbie",93.5,2304.0,150.0
5801,4-Seam Fastball,"Ray, Robbie",94.0,2206.0,149.0
5802,Slider,"Ray, Robbie",87.2,2024.0,184.0
5803,4-Seam Fastball,"Ray, Robbie",93.8,2209.0,152.0
5804,4-Seam Fastball,"Ray, Robbie",91.4,2189.0,154.0
5805,4-Seam Fastball,"Ray, Robbie",92.4,2267.0,151.0
5806,4-Seam Fastball,"Ray, Robbie",91.7,2245.0,153.0
5807,Knuckle Curve,"Ray, Robbie",75.8,1980.0,305.0
5808,Slider,"Ray, Robbie",85.3,1984.0,188.0
5809,Slider,"Ray, Robbie",84.8,2064.0,193.0
5810,4-Seam Fastball,"Ray, Robbie",91.4,2154.0,150.0
5811,Slider,"Ray, Robbie",85.1,2054.0,148.0
5812,Slider,"Ray, Robbie",86.3,2149.0,160.0
5813,4-Seam Fastball,"Ray, Robbie",92.2,2109.0,155.0
5814,4-Seam Fastball,"Ray, Robbie",91.6,2282.0,153.0
5815,Slider,"Ray, Robbie",84.7,1931.0,197.0
5816,4-Seam Fastball,"Ray, Robbie",90.7,2148.0,150.0
5817,Slider,"Ray, Robbie",84.8,2070.0,154.0
5818,4-Seam Fastball,"Ray, Robbie",91.5,2169.0,153.0
5819,4-Seam Fastball,"Ray, Robbie",90.6,2191.0,155.0
5820,Slider,"Ray, Robbie",85.6,2009.0,172.0
5821,Slider,"Ray, Robbie",85.8,2008.0,163.0
5822,Slider,"Ray, Robbie",86.3,2063.0,135.0
5823,4-Seam Fastball,"Ray, Robbie",90.8,2183.0,147.0
5824,4-Seam Fastball,"Ray, Robbie",91.3,2232.0,148.0
5825,Knuckle Curve,"Ray, Robbie",76.2,2012.0,318.0
5826,4-Seam Fastball,"Ray, Robbie",91.5,2180.0,153.0
5827,Slider,"Ray, Robbie",86.2,1964.0,166.0
5828,Slider,"Ray, Robbie",84.5,2135.0,173.0
5829,4-Seam Fastball,"Ray, Robbie",91.4,2278.0,155.0
5830,4-Seam Fastball,"Ray, Robbie",91.1,2111.0,153.0
5831,4-Seam Fastball,"Ray, Robbie",91.7,2166.0,150.0
5832,Slider,"Ray, Robbie",88.5,2277.0,153.0
5833,4-Seam Fastball,"Ray, Robbie",92.3,2386.0,151.0
5834,4-Seam Fastball,"Ray, Robbie",92.0,2257.0,147.0
5835,Knuckle Curve,"Ray, Robbie",77.1,1983.0,315.0
5836,4-Seam Fastball,"Ray, Robbie",90.5,2273.0,153.0
5837,Slider,"Ray, Robbie",83.4,2061.0,171.0
5838,Slider,"Ray, Robbie",82.4,2108.0,163.0
5839,4-Seam Fastball,"Ray, Robbie",93.0,2352.0,149.0
5840,4-Seam Fastball,"Ray, Robbie",92.4,2166.0,156.0
5841,4-Seam Fastball,"Ray, Robbie",92.1,2151.0,152.0
5842,4-Seam Fastball,"Ray, Robbie",91.9,2137.0,153.0
5843,Slider,"Ray, Robbie",86.7,1955.0,152.0
5844,4-Seam Fastball,"Ray, Robbie",93.2,2294.0,156.0
5845,4-Seam Fastball,"Ray, Robbie",92.6,2280.0,151.0
5846,Slider,"Ray, Robbie",86.1,1904.0,153.0
5847,Slider,"Ray, Robbie",85.9,2107.0,153.0
5848,Slider,"Ray, Robbie",85.2,2189.0,160.0
5849,Knuckle Curve,"Ray, Robbie",75.2,1899.0,286.0
5850,4-Seam Fastball,"Ray, Robbie",89.0,2244.0,152.0
5851,4-Seam Fastball,"Ray, Robbie",92.5,2180.0,153.0
5852,Slider,"Ray, Robbie",86.2,2117.0,149.0
5853,Slider,"Ray, Robbie",87.6,2310.0,164.0
5854,4-Seam Fastball,"Ray, Robbie",91.7,2163.0,153.0
5855,4-Seam Fastball,"Ray, Robbie",92.6,2152.0,152.0
5856,Slider,"Ray, Robbie",85.1,2282.0,149.0
5857,Slider,"Ray, Robbie",86.6,2165.0,149.0
5858,Slider,"Ray, Robbie",84.9,2248.0,152.0
5859,Slider,"Ray, Robbie",87.5,2189.0,143.0
5860,Slider,"Ray, Robbie",85.2,2136.0,170.0
5861,4-Seam Fastball,"Ray, Robbie",93.0,2350.0,149.0
5862,Slider,"Ray, Robbie",86.5,2142.0,139.0
5863,4-Seam Fastball,"Ray, Robbie",92.1,2150.0,150.0
5864,4-Seam Fastball,"Ray, Robbie",91.8,2120.0,155.0
5865,4-Seam Fastball,"Ray, Robbie",91.6,2142.0,154.0
5866,4-Seam Fastball,"Ray, Robbie",91.1,2150.0,152.0
5867,Slider,"Ray, Robbie",87.6,2204.0,153.0
5868,Slider,"Ray, Robbie",87.0,2192.0,144.0
5869,Slider,"Ray, Robbie",86.2,1996.0,169.0
5870,Slider,"Ray, Robbie",87.8,2111.0,142.0
5871,4-Seam Fastball,"Ray, Robbie",91.9,2207.0,153.0
5872,Slider,"Ray, Robbie",86.3,2102.0,154.0
5873,Slider,"Ray, Robbie",86.5,1903.0,161.0
5874,Slider,"Ray, Robbie",85.6,2055.0,162.0
5875,Slider,"Ray, Robbie",85.5,2069.0,181.0
5877,4-Seam Fastball,"Ray, Robbie",91.2,2216.0,150.0
5878,4-Seam Fastball,"Ray, Robbie",90.7,2149.0,152.0
5879,4-Seam Fastball,"Ray, Robbie",90.4,2258.0,150.0
5881,4-Seam Fastball,"Ray, Robbie",92.2,2274.0,148.0
5887,Slider,"Ray, Robbie",85.6,2181.0,147.0
5888,4-Seam Fastball,"Ray, Robbie",92.0,2361.0,153.0
5889,Slider,"Ray, Robbie",85.3,2169.0,156.0
5890,4-Seam Fastball,"Ray, Robbie",91.8,2279.0,149.0
5891,Slider,"Ray, Robbie",83.5,2262.0,155.0
5892,4-Seam Fastball,"Ray, Robbie",90.3,2312.0,149.0
5893,4-Seam Fastball,"Ray, Robbie",90.4,2259.0,143.0
5894,Slider,"Ray, Robbie",84.2,2141.0,139.0
5895,4-Seam Fastball,"Ray, Robbie",88.3,2181.0,147.0
5896,Slider,"Ray, Robbie",87.4,2221.0,146.0
5897,4-Seam Fastball,"Ray, Robbie",92.4,2237.0,156.0
5898,4-Seam Fastball,"Ray, Robbie",92.1,2306.0,148.0
5899,4-Seam Fastball,"Ray, Robbie",92.5,2350.0,146.0
5900,4-Seam Fastball,"Ray, Robbie",92.3,2298.0,150.0
5901,4-Seam Fastball,"Ray, Robbie",92.7,2356.0,142.0
5902,4-Seam Fastball,"Ray, Robbie",92.8,2262.0,144.0
5903,4-Seam Fastball,"Ray, Robbie",93.4,2349.0,146.0
5904,Slider,"Ray, Robbie",87.0,2361.0,141.0
5905,4-Seam Fastball,"Ray, Robbie",92.5,2306.0,147.0
5906,4-Seam Fastball,"Ray, Robbie",92.6,2349.0,146.0
5907,4-Seam Fastball,"Ray, Robbie",91.9,2246.0,153.0
5908,4-Seam Fastball,"Ray, Robbie",90.9,2256.0,146.0
5909,4-Seam Fastball,"Ray, Robbie",92.9,2301.0,152.0
5910,4-Seam Fastball,"Ray, Robbie",91.6,2366.0,142.0
5911,4-Seam Fastball,"Ray, Robbie",89.2,2191.0,150.0
5912,4-Seam Fastball,"Ray, Robbie",90.7,2335.0,145.0
5913,Slider,"Ray, Robbie",83.4,2277.0,128.0
5914,4-Seam Fastball,"Ray, Robbie",90.0,2309.0,142.0
5915,Slider,"Ray, Robbie",86.9,2271.0,141.0
5916,Slider,"Ray, Robbie",85.3,2254.0,160.0
5917,4-Seam Fastball,"Ray, Robbie",92.1,2269.0,151.0
5918,Slider,"Ray, Robbie",86.4,2305.0,147.0
5919,Slider,"Ray, Robbie",85.8,2229.0,151.0
5920,Slider,"Ray, Robbie",85.6,2359.0,156.0
5921,4-Seam Fastball,"Ray, Robbie",92.3,2293.0,145.0
5922,4-Seam Fastball,"Ray, Robbie",91.7,2243.0,149.0
5923,Slider,"Ray, Robbie",85.1,2244.0,158.0
5924,4-Seam Fastball,"Ray, Robbie",91.5,2242.0,145.0
5925,4-Seam Fastball,"Ray, Robbie",92.2,2151.0,147.0
5926,4-Seam Fastball,"Ray, Robbie",92.3,2353.0,148.0
5927,4-Seam Fastball,"Ray, Robbie",91.0,2227.0,146.0
5928,4-Seam Fastball,"Ray, Robbie",91.5,2220.0,147.0
5929,4-Seam Fastball,"Ray, Robbie",90.7,2204.0,145.0
5930,4-Seam Fastball,"Ray, Robbie",89.6,2382.0,148.0
5931,4-Seam Fastball,"Ray, Robbie",93.0,2406.0,146.0
5932,4-Seam Fastball,"Ray, Robbie",93.7,2171.0,146.0
5933,4-Seam Fastball,"Ray, Robbie",93.1,2401.0,152.0
5934,4-Seam Fastball,"Ray, Robbie",93.3,2396.0,154.0
5935,4-Seam Fastball,"Ray, Robbie",92.5,2134.0,149.0
5936,4-Seam Fastball,"Ray, Robbie",91.6,2343.0,149.0
5937,4-Seam Fastball,"Ray, Robbie",93.4,2211.0,143.0
5938,Slider,"Ray, Robbie",87.8,2449.0,151.0
5939,4-Seam Fastball,"Ray, Robbie",91.8,2194.0,141.0
5940,Slider,"Ray, Robbie",86.4,2261.0,128.0
5941,4-Seam Fastball,"Ray, Robbie",92.0,2327.0,146.0
5942,Knuckle Curve,"Ray, Robbie",79.0,2098.0,19.0
5943,4-Seam Fastball,"Ray, Robbie",89.9,2145.0,147.0
5944,4-Seam Fastball,"Ray, Robbie",91.6,2270.0,154.0
5945,Slider,"Ray, Robbie",84.9,2392.0,164.0
5946,4-Seam Fastball,"Ray, Robbie",90.4,2287.0,152.0
5947,Slider,"Ray, Robbie",87.7,2329.0,144.0
5948,Slider,"Ray, Robbie",87.3,2195.0,150.0
5949,Slider,"Ray, Robbie",87.7,2356.0,146.0
5950,4-Seam Fastball,"Ray, Robbie",93.0,2222.0,148.0
5951,4-Seam Fastball,"Ray, Robbie",92.0,2168.0,148.0
5952,4-Seam Fastball,"Ray, Robbie",89.8,2298.0,157.0
5953,Slider,"Ray, Robbie",88.8,2359.0,144.0
5954,4-Seam Fastball,"Ray, Robbie",92.8,2218.0,152.0
5955,Slider,"Ray, Robbie",87.8,2205.0,152.0
5956,4-Seam Fastball,"Ray, Robbie",93.6,2320.0,148.0
5957,4-Seam Fastball,"Ray, Robbie",91.5,2408.0,150.0
5958,Slider,"Ray, Robbie",85.2,2343.0,159.0
5959,4-Seam Fastball,"Ray, Robbie",92.0,2311.0,154.0
5960,4-Seam Fastball,"Ray, Robbie",92.5,2473.0,154.0
5961,Slider,"Ray, Robbie",84.8,2349.0,162.0
5962,4-Seam Fastball,"Ray, Robbie",92.1,2394.0,142.0
5963,4-Seam Fastball,"Ray, Robbie",91.3,2376.0,149.0
5964,4-Seam Fastball,"Ray, Robbie",93.5,2290.0,144.0
5965,4-Seam Fastball,"Ray, Robbie",93.1,2437.0,158.0
5966,4-Seam Fastball,"Ray, Robbie",93.1,2175.0,154.0
5967,Slider,"Ray, Robbie",88.1,2323.0,150.0
5968,4-Seam Fastball,"Ray, Robbie",93.0,2295.0,148.0
5969,4-Seam Fastball,"Ray, Robbie",93.5,2228.0,149.0
5970,4-Seam Fastball,"Ray, Robbie",92.4,2333.0,146.0
5971,4-Seam Fastball,"Ray, Robbie",92.8,2357.0,151.0
5972,4-Seam Fastball,"Ray, Robbie",92.7,2355.0,151.0
5973,4-Seam Fastball,"Ray, Robbie",91.5,2293.0,152.0
5974,4-Seam Fastball,"Ray, Robbie",90.6,2366.0,144.0
5975,4-Seam Fastball,"Ray, Robbie",93.6,2258.0,151.0
5976,4-Seam Fastball,"Ray, Robbie",93.2,2267.0,160.0
5977,4-Seam Fastball,"Ray, Robbie",92.1,2406.0,144.0
5978,4-Seam Fastball,"Ray, Robbie",92.7,2441.0,153.0
5979,4-Seam Fastball,"Ray, Robbie",93.2,2314.0,153.0
5980,4-Seam Fastball,"Ray, Robbie",92.9,2280.0,149.0
5981,Slider,"Ray, Robbie",86.6,2246.0,148.0
5982,4-Seam Fastball,"Ray, Robbie",91.9,2346.0,144.0
5983,4-Seam Fastball,"Woodruff, Brandon",98.0,2452.0,206.0
5984,Changeup,"Woodruff, Brandon",88.2,2124.0,223.0
5985,Curveball,"Woodruff, Brandon",84.5,2518.0,45.0
5986,Sinker,"Woodruff, Brandon",98.2,2325.0,202.0
5987,Changeup,"Woodruff, Brandon",87.7,1989.0,223.0
5988,Slider,"Woodruff, Brandon",89.0,2643.0,107.0
5989,Slider,"Woodruff, Brandon",88.5,2489.0,96.0
5990,4-Seam Fastball,"Woodruff, Brandon",97.2,2446.0,207.0
5991,4-Seam Fastball,"Woodruff, Brandon",97.7,2523.0,209.0
5992,Slider,"Woodruff, Brandon",88.5,2521.0,118.0
5993,Slider,"Woodruff, Brandon",86.1,2502.0,77.0
5994,Slider,"Woodruff, Brandon",86.5,2504.0,105.0
5995,Curveball,"Woodruff, Brandon",84.8,2617.0,42.0
5996,Sinker,"Woodruff, Brandon",96.8,2393.0,208.0
5997,Slider,"Woodruff, Brandon",88.2,2481.0,121.0
5998,4-Seam Fastball,"Woodruff, Brandon",97.5,2469.0,205.0
5999,4-Seam Fastball,"Woodruff, Brandon",97.3,2411.0,206.0
6000,4-Seam Fastball,"Woodruff, Brandon",95.7,2364.0,202.0
6001,Changeup,"Woodruff, Brandon",86.4,2148.0,220.0
6002,4-Seam Fastball,"Woodruff, Brandon",96.0,2480.0,203.0
6003,Changeup,"Woodruff, Brandon",85.8,2182.0,216.0
6004,Changeup,"Woodruff, Brandon",87.1,2070.0,220.0
6005,Sinker,"Woodruff, Brandon",96.4,2357.0,202.0
6006,Slider,"Woodruff, Brandon",88.5,2588.0,109.0
6007,Sinker,"Woodruff, Brandon",96.3,2421.0,211.0
6008,Curveball,"Woodruff, Brandon",83.5,2539.0,23.0
6009,4-Seam Fastball,"Woodruff, Brandon",95.7,2449.0,206.0
6010,Curveball,"Woodruff, Brandon",82.8,2536.0,55.0
6011,Sinker,"Woodruff, Brandon",94.8,2249.0,207.0
6012,Sinker,"Woodruff, Brandon",95.8,2324.0,206.0
6013,Sinker,"Woodruff, Brandon",95.6,2318.0,210.0
6014,Slider,"Woodruff, Brandon",88.2,2491.0,113.0
6015,4-Seam Fastball,"Woodruff, Brandon",96.8,2334.0,204.0
6016,Curveball,"Woodruff, Brandon",83.7,2533.0,39.0
6017,Curveball,"Woodruff, Brandon",85.3,2568.0,32.0
6018,4-Seam Fastball,"Woodruff, Brandon",97.6,2470.0,208.0
6019,4-Seam Fastball,"Woodruff, Brandon",97.8,2390.0,203.0
6020,Sinker,"Woodruff, Brandon",96.9,2405.0,210.0
6021,Curveball,"Woodruff, Brandon",84.6,2584.0,38.0
6022,4-Seam Fastball,"Woodruff, Brandon",96.8,2375.0,211.0
6023,Sinker,"Woodruff, Brandon",95.5,2376.0,205.0
6024,Curveball,"Woodruff, Brandon",83.0,2483.0,50.0
6025,4-Seam Fastball,"Woodruff, Brandon",97.0,2462.0,206.0
6026,4-Seam Fastball,"Woodruff, Brandon",97.8,2244.0,202.0
6027,Sinker,"Woodruff, Brandon",96.7,2319.0,211.0
6028,Slider,"Woodruff, Brandon",88.7,2556.0,132.0
6029,Curveball,"Woodruff, Brandon",83.4,2516.0,44.0
6030,4-Seam Fastball,"Woodruff, Brandon",98.0,2395.0,206.0
6031,Sinker,"Woodruff, Brandon",98.5,2480.0,209.0
6032,Sinker,"Woodruff, Brandon",97.0,2385.0,208.0
6033,4-Seam Fastball,"Woodruff, Brandon",97.8,2306.0,212.0
6034,Slider,"Woodruff, Brandon",90.4,2442.0,173.0
6035,4-Seam Fastball,"Woodruff, Brandon",98.6,2404.0,213.0
6036,4-Seam Fastball,"Woodruff, Brandon",98.2,2461.0,207.0
6037,4-Seam Fastball,"Woodruff, Brandon",97.9,2355.0,212.0
6038,Slider,"Woodruff, Brandon",88.1,2363.0,101.0
6039,4-Seam Fastball,"Woodruff, Brandon",96.1,2385.0,211.0
6040,Slider,"Woodruff, Brandon",87.9,2426.0,143.0
6041,Sinker,"Woodruff, Brandon",96.7,2442.0,207.0
6042,4-Seam Fastball,"Woodruff, Brandon",96.7,2468.0,208.0
6043,Sinker,"Woodruff, Brandon",94.9,2359.0,208.0
6044,Curveball,"Woodruff, Brandon",85.1,2603.0,41.0
6045,4-Seam Fastball,"Woodruff, Brandon",95.8,2390.0,211.0
6046,4-Seam Fastball,"Woodruff, Brandon",97.0,2427.0,209.0
6047,Changeup,"Woodruff, Brandon",87.3,1970.0,222.0
6048,4-Seam Fastball,"Woodruff, Brandon",97.1,2373.0,211.0
6049,Changeup,"Woodruff, Brandon",88.3,2030.0,220.0
6050,4-Seam Fastball,"Woodruff, Brandon",96.5,2332.0,215.0
6051,4-Seam Fastball,"Woodruff, Brandon",96.8,2466.0,208.0
6052,4-Seam Fastball,"Woodruff, Brandon",96.9,2344.0,207.0
6053,Changeup,"Woodruff, Brandon",85.2,1929.0,223.0
6054,4-Seam Fastball,"Woodruff, Brandon",96.5,2369.0,206.0
6055,4-Seam Fastball,"Woodruff, Brandon",95.5,2318.0,207.0
6056,4-Seam Fastball,"Woodruff, Brandon",96.6,2413.0,204.0
6057,4-Seam Fastball,"Woodruff, Brandon",95.7,2384.0,207.0
6058,Slider,"Woodruff, Brandon",90.4,2426.0,189.0
6059,Sinker,"Woodruff, Brandon",95.2,2262.0,209.0
6060,Curveball,"Woodruff, Brandon",84.4,2627.0,44.0
6061,4-Seam Fastball,"Woodruff, Brandon",93.0,2217.0,209.0
6062,Sinker,"Woodruff, Brandon",95.3,2232.0,208.0
6063,4-Seam Fastball,"Woodruff, Brandon",94.6,2311.0,206.0
6064,Curveball,"Woodruff, Brandon",84.4,2562.0,32.0
6065,Curveball,"Woodruff, Brandon",84.5,2726.0,53.0
6066,4-Seam Fastball,"Woodruff, Brandon",95.3,2373.0,206.0
6067,4-Seam Fastball,"Woodruff, Brandon",96.3,2413.0,205.0
6068,Changeup,"Woodruff, Brandon",84.6,2065.0,230.0
6069,4-Seam Fastball,"Woodruff, Brandon",96.3,2477.0,210.0
6070,4-Seam Fastball,"Woodruff, Brandon",95.7,2313.0,208.0
6071,4-Seam Fastball,"Woodruff, Brandon",94.8,2284.0,205.0
6072,4-Seam Fastball,"Woodruff, Brandon",94.7,2271.0,203.0
6073,4-Seam Fastball,"Woodruff, Brandon",95.2,2426.0,210.0
6074,Slider,"Woodruff, Brandon",89.6,2502.0,184.0
6075,4-Seam Fastball,"Woodruff, Brandon",95.6,2459.0,209.0
6076,Curveball,"Woodruff, Brandon",86.1,2481.0,118.0
6077,4-Seam Fastball,"Woodruff, Brandon",95.1,2488.0,209.0
6078,Slider,"Woodruff, Brandon",89.2,2434.0,167.0
6079,4-Seam Fastball,"Woodruff, Brandon",96.0,2351.0,209.0
6080,4-Seam Fastball,"Woodruff, Brandon",96.4,2415.0,212.0
6081,Slider,"Woodruff, Brandon",88.4,2496.0,174.0
6082,4-Seam Fastball,"Woodruff, Brandon",96.0,2400.0,214.0
6083,Sinker,"Woodruff, Brandon",95.2,2291.0,205.0
6084,4-Seam Fastball,"Woodruff, Brandon",95.6,2420.0,213.0
6085,Changeup,"Woodruff, Brandon",86.8,2048.0,220.0
6086,4-Seam Fastball,"Woodruff, Brandon",95.9,2396.0,204.0
6087,4-Seam Fastball,"Woodruff, Brandon",95.5,2368.0,203.0
6088,4-Seam Fastball,"Woodruff, Brandon",95.5,2299.0,206.0
6089,Curveball,"Woodruff, Brandon",84.7,2722.0,33.0
6090,4-Seam Fastball,"Woodruff, Brandon",95.1,2293.0,208.0
6091,4-Seam Fastball,"Woodruff, Brandon",95.5,2380.0,205.0
6092,Changeup,"Woodruff, Brandon",84.9,1992.0,223.0
6093,4-Seam Fastball,"Woodruff, Brandon",95.7,2400.0,213.0
6094,4-Seam Fastball,"Woodruff, Brandon",96.0,2468.0,206.0
6095,Sinker,"Woodruff, Brandon",95.3,2367.0,203.0
6096,Sinker,"Woodruff, Brandon",96.0,2372.0,207.0
6097,Slider,"Woodruff, Brandon",87.3,2497.0,145.0
6098,Slider,"Woodruff, Brandon",87.8,2432.0,152.0
6099,Changeup,"Woodruff, Brandon",85.1,2054.0,222.0
6100,4-Seam Fastball,"Woodruff, Brandon",95.0,2354.0,207.0
6101,Changeup,"Woodruff, Brandon",85.2,2173.0,217.0
6102,Sinker,"Woodruff, Brandon",94.0,2244.0,208.0
6103,Changeup,"Woodruff, Brandon",85.9,2107.0,221.0
6104,Curveball,"Woodruff, Brandon",82.8,2627.0,35.0
6105,Changeup,"Woodruff, Brandon",84.3,1805.0,223.0
6106,4-Seam Fastball,"Woodruff, Brandon",94.9,2313.0,207.0
6107,Curveball,"Woodruff, Brandon",82.3,2630.0,36.0
6108,Changeup,"Woodruff, Brandon",85.5,2032.0,224.0
6109,Curveball,"Woodruff, Brandon",83.6,2609.0,34.0
6110,4-Seam Fastball,"Woodruff, Brandon",96.1,2344.0,205.0
6111,Changeup,"Woodruff, Brandon",86.3,1897.0,224.0
6112,Sinker,"Woodruff, Brandon",95.2,2297.0,209.0
6113,4-Seam Fastball,"Woodruff, Brandon",94.1,2184.0,205.0
6114,4-Seam Fastball,"Woodruff, Brandon",96.6,2433.0,211.0
6115,Slider,"Woodruff, Brandon",88.2,2461.0,147.0
6116,4-Seam Fastball,"Woodruff, Brandon",95.5,2352.0,206.0
6117,Slider,"Woodruff, Brandon",88.4,2449.0,143.0
6118,Changeup,"Woodruff, Brandon",85.7,2069.0,220.0
6119,4-Seam Fastball,"Woodruff, Brandon",96.7,2354.0,207.0
6120,4-Seam Fastball,"Woodruff, Brandon",95.8,2360.0,206.0
6121,4-Seam Fastball,"Woodruff, Brandon",96.0,2327.0,211.0
6122,Changeup,"Woodruff, Brandon",85.6,2102.0,227.0
6123,Sinker,"Woodruff, Brandon",96.3,2324.0,213.0
6124,Changeup,"Woodruff, Brandon",86.6,2150.0,223.0
6125,4-Seam Fastball,"Woodruff, Brandon",95.6,2430.0,208.0
6126,Sinker,"Woodruff, Brandon",95.8,2329.0,206.0
6127,Sinker,"Woodruff, Brandon",95.2,2274.0,210.0
6128,Sinker,"Woodruff, Brandon",96.0,2350.0,207.0
6129,Changeup,"Woodruff, Brandon",85.3,2234.0,217.0
6130,4-Seam Fastball,"Woodruff, Brandon",97.2,2225.0,213.0
6131,Sinker,"Woodruff, Brandon",96.0,2292.0,208.0
6132,4-Seam Fastball,"Woodruff, Brandon",97.2,2349.0,208.0
6133,Slider,"Woodruff, Brandon",90.5,2466.0,182.0
6134,4-Seam Fastball,"Woodruff, Brandon",97.3,2381.0,207.0
6135,4-Seam Fastball,"Woodruff, Brandon",96.5,2334.0,210.0
6136,Changeup,"Woodruff, Brandon",85.9,2058.0,227.0
6137,Sinker,"Woodruff, Brandon",96.1,2398.0,207.0
6138,Curveball,"Woodruff, Brandon",84.2,2562.0,20.0
6139,4-Seam Fastball,"Woodruff, Brandon",97.0,2270.0,211.0
6140,Slider,"Woodruff, Brandon",90.3,2453.0,167.0
6141,4-Seam Fastball,"Woodruff, Brandon",96.6,2471.0,203.0
6142,4-Seam Fastball,"Woodruff, Brandon",96.3,2481.0,206.0
6143,Sinker,"Woodruff, Brandon",95.4,2288.0,206.0
6144,4-Seam Fastball,"Woodruff, Brandon",96.0,2260.0,206.0
6146,Slider,"Woodruff, Brandon",88.6,2295.0,164.0
6147,Sinker,"Woodruff, Brandon",95.2,2181.0,208.0
6148,4-Seam Fastball,"Woodruff, Brandon",96.4,2348.0,209.0
6149,Slider,"Woodruff, Brandon",88.7,2342.0,172.0
6150,4-Seam Fastball,"Woodruff, Brandon",95.3,2220.0,207.0
6151,4-Seam Fastball,"Woodruff, Brandon",95.3,2290.0,207.0
6152,4-Seam Fastball,"Woodruff, Brandon",95.0,2197.0,207.0
6153,4-Seam Fastball,"Woodruff, Brandon",94.1,2264.0,205.0
6154,Curveball,"Woodruff, Brandon",81.8,2465.0,43.0
6155,Slider,"Woodruff, Brandon",89.1,2477.0,181.0
6156,4-Seam Fastball,"Woodruff, Brandon",95.4,2400.0,206.0
6157,4-Seam Fastball,"Woodruff, Brandon",96.0,2232.0,210.0
6158,4-Seam Fastball,"Woodruff, Brandon",95.3,2343.0,206.0
6159,4-Seam Fastball,"Woodruff, Brandon",94.1,2348.0,206.0
6160,Changeup,"Woodruff, Brandon",84.0,2056.0,220.0
6162,Changeup,"Woodruff, Brandon",85.2,2166.0,218.0
6163,4-Seam Fastball,"Woodruff, Brandon",96.3,2476.0,208.0
6164,Slider,"Woodruff, Brandon",87.9,2488.0,155.0
6165,Slider,"Woodruff, Brandon",88.2,2489.0,164.0
6166,Changeup,"Woodruff, Brandon",85.5,1972.0,223.0
6167,Slider,"Woodruff, Brandon",87.8,2389.0,174.0
6168,4-Seam Fastball,"Woodruff, Brandon",95.9,2310.0,208.0
6169,Slider,"Woodruff, Brandon",87.6,2363.0,159.0
6170,Slider,"Woodruff, Brandon",87.0,2393.0,177.0
6171,4-Seam Fastball,"Woodruff, Brandon",95.9,2357.0,205.0
6172,4-Seam Fastball,"Woodruff, Brandon",95.8,2352.0,204.0
6173,4-Seam Fastball,"Woodruff, Brandon",96.2,2469.0,211.0
6174,Curveball,"Woodruff, Brandon",81.9,2551.0,39.0
6175,4-Seam Fastball,"Woodruff, Brandon",96.5,2360.0,211.0
6176,Slider,"Woodruff, Brandon",90.0,2395.0,172.0
6177,4-Seam Fastball,"Woodruff, Brandon",96.8,2436.0,212.0
6178,4-Seam Fastball,"Woodruff, Brandon",96.5,2347.0,204.0
6179,Changeup,"Woodruff, Brandon",86.8,1970.0,221.0
6180,Slider,"Woodruff, Brandon",88.6,2493.0,176.0
6181,4-Seam Fastball,"Woodruff, Brandon",96.8,2434.0,210.0
6182,4-Seam Fastball,"Woodruff, Brandon",96.5,2474.0,205.0
6183,Changeup,"Woodruff, Brandon",84.4,2019.0,222.0
6184,4-Seam Fastball,"Woodruff, Brandon",95.7,2387.0,209.0
6185,Slider,"Woodruff, Brandon",88.7,2458.0,192.0
6186,Slider,"Woodruff, Brandon",89.6,2409.0,169.0
6187,Slider,"Woodruff, Brandon",87.8,2389.0,162.0
6188,Slider,"Woodruff, Brandon",88.7,2415.0,161.0
6189,Curveball,"Woodruff, Brandon",83.6,2543.0,44.0
6190,Changeup,"Woodruff, Brandon",85.0,1800.0,222.0
6191,4-Seam Fastball,"Woodruff, Brandon",95.4,2395.0,204.0
6192,Changeup,"Woodruff, Brandon",84.8,1978.0,225.0
6193,Changeup,"Woodruff, Brandon",84.9,1990.0,219.0
6194,Sinker,"Woodruff, Brandon",95.2,2190.0,202.0
6195,4-Seam Fastball,"Woodruff, Brandon",97.3,2212.0,209.0
6196,Curveball,"Woodruff, Brandon",85.7,2558.0,30.0
6197,4-Seam Fastball,"Woodruff, Brandon",94.9,2268.0,206.0
6198,Sinker,"Woodruff, Brandon",96.3,2188.0,209.0
6199,Sinker,"Woodruff, Brandon",94.2,2133.0,208.0
6200,4-Seam Fastball,"Woodruff, Brandon",96.9,2233.0,208.0
6201,4-Seam Fastball,"Woodruff, Brandon",96.5,2388.0,209.0
6203,Curveball,"Woodruff, Brandon",85.1,2460.0,33.0
6204,4-Seam Fastball,"Woodruff, Brandon",96.4,2206.0,213.0
6205,Curveball,"Woodruff, Brandon",84.3,2501.0,39.0
6206,4-Seam Fastball,"Woodruff, Brandon",96.3,2334.0,206.0
